LSOA_CODE,AvgPrice,MeanPTAL,MedianPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01004715,2336000.0,53.28368161811974,52.93836213505212,1618.0,0.10989562074637069,0.529,0.209,297.0,134.41080137582352,16,247.9979368750908,2529.9121093129093,0.023021025272700914,49,3,9225.197759185787
E01004716,1985000.0,48.75583313645873,48.12609355238385,1621.0,0.17856260925904224,0.629,0.127,1881.0,72.93708016094551,13,35.315989504898255,3381.245932898566,0.018936064057007543,60,4,60172.419915351624
E01004717,945000.0,56.73149560427235,57.05551367206847,1560.0,0.09868161360645923,0.724,0.05,1037.0,292.90236745773177,16,301.981396209067,2336.6041577194073,0.023678872180883635,66,3,16007.14526274691
E01004718,625000.0,17.853436169990427,19.263394466004275,1571.0,0.0739260730094889,0.4926314126875264,0.26749999999999996,64.84254440839904,224.9582524087783,17,591.9436185205566,1659.000467067418,0.022444638627881718,23,1,69120.70200799845
E01004719,755000.0,15.12299436720131,15.623694832786008,1638.0,0.09682406743486453,0.42492317491082005,0.26749999999999996,64.62611315422535,197.4070925567504,17,324.42976127125104,2375.260443799452,0.024532065120014695,37,1,79359.25370442784
E01004720,940000.0,18.81243738504636,18.63271753651981,1679.0,0.11804662317073966,0.455657420008467,0.26749999999999996,55.15331466727444,186.770832098637,22,487.4268627592804,2428.9093172296352,0.020526268173019706,53,3,101323.50648192539
E01004721,900000.0,14.035694963066328,14.847805474268672,1648.0,0.1178173659087918,0.6,0.26749999999999996,56.0,111.19355223624022,20,416.2057988270759,2584.3304537578083,0.021986364692475495,43,2,99734.27832733374
E01004722,598250.0,16.74753332232653,16.883852015468356,1689.0,0.0804398943870541,0.4397906739301344,0.26749999999999996,64.81633261203253,310.4608470324479,17,418.12475746460245,1417.624715295293,0.017670494201848536,30,1,72545.12720537954
E01004723,568500.0,19.227306673328332,19.271784565818656,1572.0,0.09622045568004373,0.4582047778231086,0.26749999999999996,62.46657683608507,136.7499536590889,14,237.48145250504223,2151.892795743557,0.022313975860674715,43,1,70078.1229099352
E01004724,717500.0,14.87881719711643,14.743666383493425,1735.0,0.08072644122415981,0.6692404881827303,0.1327807735493016,3014.3010763746033,203.9399683332741,15,451.55301933184114,1736.077418744295,0.021506299888398153,32,2,67511.88805367397
