LSOA_CODE,AvgPrice,MeanPTAL,MedianPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01002996,0.2891717786436579,-0.5099787178833238,-0.5001536878512544,-0.1335894392886559,-0.2184219637340245,-1.6611778646255004,3.9695593983762287,-0.14864789503957773,0.12600036857262467,-0.7511744928290957,0.9667966147340107,-0.10614025822099099,0.025390428656463786,-0.021298824303344233,-0.8417117721187479,-0.08584596586782542
E01002997,0.5602589220936882,-0.40853015628594486,-0.347142720757947,-0.0732438744384007,-0.14103229587139024,0.2361149430508121,-0.2438213649709113,-0.14517074315228923,-0.08145622019908381,-0.19203691931902,0.863890992988582,-0.16652554491417906,-0.37923621096176224,-0.6541555333830787,-0.8417117721187479,-0.05837394234054383
E01002998,-0.1680252511320191,-0.6816682287985733,-0.6604520871724039,-0.18962460664960715,-0.37167228637254784,-0.21140995285112638,-0.3437188947406346,-0.1339539696616076,0.1484529630369861,-0.8909588862066147,0.5555166153440826,-0.05677064985516842,1.1834636978850352,-0.0788312524015019,-0.8417117721187479,-0.26253860951884683
E01002999,-0.5641549744570933,0.2288968090198762,0.24163269741264515,-0.32324692881802936,-0.253846717450978,0.6473150410508587,-1.1860095256188898,-0.09673926636085156,0.36386872216459715,1.9047289813437638,-0.6468540484039801,-0.7724952850246966,-0.7952091245135423,-0.7116879614812364,0.3001706060984066,-0.09973257087785625
E01003001,-0.25397183058101563,-0.6248742540351733,-0.5255213791938915,1.4483264392858908,0.20454600097645684,-0.7612569013957335,0.9205627290414079,-0.15102538948287816,1.4599233585792522,-0.8909588862066147,-0.8077678180061795,1.8017993791910756,0.36625479244734266,1.014284881463494,1.4420529843155612,0.09340986347944588
E01003003,-0.1273137134982839,-0.42988860380118027,-0.37804559145794503,-0.021519104566753405,-0.14081959411115644,1.0464104247440593,-0.5308613021779971,-0.15092632721440732,0.7635387743450281,0.5068850475685746,0.01542286192312059,0.23418834130838057,0.11425737213908368,0.4389606004819172,-0.8417117721187479,-0.09508900633324585
E01003004,-0.060107365658467075,-0.8755775323935354,-0.7710455355194551,0.15951758998401216,0.06138563038868116,-0.4934061569623851,3.9695593983762287,-0.15033335686234775,1.480336509411526,-1.1705276729616525,0.11548796086762714,0.8996711377841441,0.05418329171373825,0.841687597169021,2.0129941734241386,0.028579314701789524
E01003005,-0.40260125368830285,-0.8662746835564661,-0.8900461258931012,-0.09479586188492042,-0.146369164022101,-0.7612569013957335,3.9695593983762287,-0.15102538948287816,0.7743159085057394,-1.0307432795841336,-0.6397495165540912,0.4503267685039406,0.4122739908405048,-0.021298824303344233,-0.27077058301017065,-0.052524071948022825
E01003006,0.2500757782176106,-0.7229482471719716,-0.6873771467792363,-0.5129044183474029,0.08425841673517416,0.8604944865084648,0.4343476123414596,-0.07556935405482361,-0.4629144353985604,0.22731626081353673,1.880423220475606,-0.01879920545264559,-0.8331781354811453,-0.30896096479413265,0.3001706060984066,0.07552054292718016
E01003007,0.5253633184076295,-0.8000464753102863,-0.7341441091084737,-1.1120496693606507,-0.21957501421188985,-0.5858168627897047,3.5954258588123253,-0.1329927407678154,-1.0805133278466752,-0.0522525259415011,2.273000957074923,-0.45608204318961243,-0.4626813182229717,-0.6541555333830787,-0.27077058301017065,-0.09882299668109538
E01003008,0.7928962800007465,-0.7620949011862699,-0.7407085884064031,-1.2068784141253375,-0.22372494902709744,1.5785376030016611,1.0159583105022285,-0.15191694989911583,-0.581468778658046,0.08753186743601782,1.565678232987658,-0.058272201854526064,0.11967722020881638,-0.596623105284921,-0.8417117721187479,-0.06627558350829021
E01003009,-0.4219877001805577,-0.8775461229562113,-0.841908724550933,0.5991781338930142,0.03789604987570534,-1.5281460700611,4.223632610236359,-0.11942452584067655,-1.3166309508348308,-0.6113900994515767,1.2640314971255868,-0.28800491886644936,-0.9865404309874066,-1.0568825300701825,0.3001706060984066,0.29183886051205427
E01003010,1.2710952934763662,-0.7894163823088655,-0.7548967271684881,-0.8879089999168458,0.03629429985513764,0.5782109778170735,-0.44763385742873063,-0.13124540321658196,-0.2772354199941443,-0.0522525259415011,1.0281401102687298,0.3065813753685427,-0.4207185690865094,0.2663633161874442,-0.8417117721187479,0.07678919161624723
E01003011,0.1530789242680288,-0.7439599514951439,-0.7623886449994216,0.012964075347678131,-0.09224686529177747,1.2811724151518247,1.0159583105022285,-0.15290757258382434,-0.33589428919096487,-0.8909588862066147,0.08257089402592016,0.42687255022585374,0.13320978905741956,0.09376603189297113,-0.27077058301017065,-0.07814576730785734
E01003013,-0.18935034227349945,4.4977524112680705,5.4086728558723,-0.2542805689891663,0.5522405561032382,0.5768864439285291,-0.6143447989335996,4.860732896994439,-0.5251939098250714,1.7649445879662449,-0.7514199571579233,0.652001494705927,-1.0665467965822921,1.8772713029358592,-0.27077058301017065,-0.615364137037657
E01003014,0.06913561095656529,3.8937371818727753,4.193510619937415,-0.29307414639290175,-0.26097433048584007,0.420378450323352,-0.5084809606585459,-0.1322035584734164,-0.20807032093581598,2.6036509482313583,-1.1977764156403508,-0.31581558625623507,-0.06956688452640056,0.6115578847763903,-0.27077058301017065,-0.543171115418645
E01003015,-0.6804736534106224,0.6155996138928076,0.6711484423120209,0.31038150210965015,-0.4954170728916193,0.2248736224865381,-0.43842924731082894,2.2253368596687024,0.005180153236882355,1.485375801211207,-0.8403793178525063,-0.5420932963237132,1.6001778072942623,-0.0788312524015019,-0.27077058301017065,-0.4003041729570955
E01003016,0.7670476846777401,6.735447045735322,6.94712711248703,-0.34479891626454906,-0.09829958279708627,0.6394896413705998,-0.9425226975862663,0.03085293542960512,0.2699904850542075,2.7434353416088775,-0.540397435591792,-0.3864491585105049,-0.7726484286840893,-0.2514285366959749,0.3001706060984066,-0.6200726535497718
E01003017,0.1686527029501402,7.594860927619971,7.43987341788533,0.43538302929946443,-0.4066141680535251,-0.0358016667008159,0.1982398419918233,2.2813409042839825,-0.1798147227259773,4.001494882006548,-1.08301613951612,0.3198151677834758,2.4000890523159595,2.0498685872303324,2.0129941734241386,-0.45276660265085394
